URN,LA,ESTAB,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCFL,NUMFSM,NUMFSMEVER,PNUMFSMEVER
112352,909,3516,State-funded primary,56,30,26,53.6%,46.4%,1,1.8%,9,16.1%,1,55,0,1.8%,98.2%,0%,4,4,7.1%
112353,909,3519,State-funded primary,201,103,98,51.2%,48.8%,6,3.0%,21,10.4%,6,195,0,3.0%,97.0%,0%,51,55,27.4%
112354,909,3520,State-funded primary,257,135,122,52.5%,47.5%,17,6.6%,8,3.1%,7,250,0,2.7%,97.3%,0%,71,81,31.5%
112355,909,3521,State-funded primary,297,160,137,53.9%,46.1%,6,2.0%,1,0.3%,3,294,0,1.0%,99.0%,0%,44,45,15.2%
112356,909,3550,State-funded primary,55,30,25,54.5%,45.5%,0,0%,7,12.7%,1,54,0,1.8%,98.2%,0%,4,6,10.9%
112357,909,3551,State-funded primary,108,53,55,49.1%,50.9%,2,1.9%,12,11.1%,1,107,0,0.9%,99.1%,0%,18,18,16.7%
112358,909,3552,State-funded primary,121,52,69,43.0%,57.0%,3,2.5%,4,3.3%,1,120,0,0.8%,99.2%,0%,10,11,9.1%
112361,909,3557,State-funded primary,94,53,41,56.4%,43.6%,3,3.2%,8,8.5%,0,94,0,0%,100%,0%,10,13,13.8%
112362,909,3601,State-funded primary,120,59,61,49.2%,50.8%,3,2.5%,13,10.8%,4,116,0,3.3%,96.7%,0%,42,58,48.3%
112363,909,3602,State-funded primary,201,90,111,44.8%,55.2%,13,6.5%,35,17.4%,1,200,0,0.5%,99.5%,0%,54,58,28.9%
112364,909,3603,State-funded primary,220,129,91,58.6%,41.4%,5,2.3%,23,10.5%,3,217,0,1.4%,98.6%,0%,16,20,9.1%
112365,909,3606,State-funded primary,174,85,89,48.9%,51.1%,7,4.0%,39,22.4%,7,167,0,4.0%,96.0%,0%,62,67,38.5%
112366,909,3607,State-funded primary,230,125,105,54.3%,45.7%,6,2.6%,5,2.2%,9,221,0,3.9%,96.1%,0%,12,13,5.7%
112369,909,3652,State-funded primary,233,114,119,48.9%,51.1%,4,1.7%,56,24.0%,40,193,0,17.2%,82.8%,0%,50,59,25.3%
112370,909,3653,State-funded primary,129,59,70,45.7%,54.3%,5,3.9%,27,20.9%,43,86,0,33.3%,66.7%,0%,55,60,46.5%
112371,909,3654,State-funded primary,236,118,118,50.0%,50.0%,6,2.5%,25,10.6%,30,206,0,12.7%,87.3%,0%,55,58,24.6%
112372,909,3656,State-funded primary,72,29,43,40.3%,59.7%,3,4.2%,8,11.1%,0,72,0,0%,100%,0%,13,13,18.1%
112375,909,4001,State-funded secondary,145,61,84,42.1%,57.9%,9,6.2%,31,21.4%,0,145,0,0%,100%,0%,50,62,42.8%
112377,909,4008,State-funded secondary,110,47,63,42.7%,57.3%,10,9.1%,22,20.0%,0,110,0,0%,100%,0%,36,49,44.5%
112378,909,4011,State-funded secondary,87,41,46,47.1%,52.9%,4,4.6%,23,26.4%,0,87,0,0%,100%,0%,17,21,24.1%
112379,909,4056,State-funded secondary,464,223,241,48.1%,51.9%,8,1.7%,25,5.4%,52,412,0,11.2%,88.8%,0%,45,54,11.6%
112382,909,4104,State-funded secondary,704,343,361,48.7%,51.3%,17,2.4%,56,8.0%,17,687,0,2.4%,97.6%,0%,214,245,34.8%
112383,909,4150,State-funded secondary,887,473,414,53.3%,46.7%,23,2.6%,88,9.9%,15,872,0,1.7%,98.3%,0%,82,117,13.2%
112384,909,4151,State-funded secondary,228,107,121,46.9%,53.1%,13,5.7%,30,13.2%,4,224,0,1.8%,98.2%,0%,25,39,17.1%
112385,909,4152,State-funded secondary,1362,702,660,51.5%,48.5%,42,3.1%,169,12.4%,24,1338,0,1.8%,98.2%,0%,97,132,9.7%
112388,909,4204,State-funded secondary,494,231,263,46.8%,53.2%,22,4.5%,134,27.1%,5,487,2,1.0%,98.6%,0.4%,87,109,22.1%
112393,909,4310,State-funded secondary,1487,752,735,50.6%,49.4%,54,3.6%,161,10.8%,77,1399,11,5.2%,94.1%,0.7%,146,207,13.9%
112397,909,4501,State-funded secondary,1263,649,614,51.4%,48.6%,18,1.4%,153,12.1%,23,1240,0,1.8%,98.2%,0%,114,125,9.9%
112398,909,4622,State-funded secondary,1119,564,555,50.4%,49.6%,38,3.4%,74,6.6%,20,1097,2,1.8%,98.0%,0.2%,199,238,21.3%
112399,909,4630,State-funded secondary,547,310,237,56.7%,43.3%,10,1.8%,70,12.8%,70,477,0,12.8%,87.2%,0%,123,157,28.7%
112400,909,4634,State-funded secondary,715,334,381,46.7%,53.3%,20,2.8%,100,14.0%,29,686,0,4.1%,95.9%,0%,148,188,26.3%
112401,909,4810,State-funded secondary,626,299,327,47.8%,52.2%,12,1.9%,67,10.7%,11,615,0,1.8%,98.2%,0%,196,239,38.2%
112402,909,5200,State-funded primary,155,73,82,47.1%,52.9%,2,1.3%,26,16.8%,1,154,0,0.6%,99.4%,0%,6,9,5.8%
112403,909,5201,State-funded primary,251,124,127,49.4%,50.6%,8,3.2%,38,15.1%,8,243,0,3.2%,96.8%,0%,16,17,6.8%
112404,909,5202,State-funded primary,122,58,64,47.5%,52.5%,2,1.6%,15,12.3%,1,121,0,0.8%,99.2%,0%,13,14,11.5%
112405,909,5203,State-funded primary,199,97,102,48.7%,51.3%,5,2.5%,31,15.6%,4,195,0,2.0%,98.0%,0%,43,46,23.1%
112406,909,5204,State-funded primary,83,46,37,55.4%,44.6%,3,3.6%,20,24.1%,2,81,0,2.4%,97.6%,0%,11,15,18.1%
112408,909,5206,State-funded primary,185,91,94,49.2%,50.8%,8,4.3%,29,15.7%,3,182,0,1.6%,98.4%,0%,21,22,11.9%
112409,909,5207,State-funded primary,172,79,93,45.9%,54.1%,3,1.7%,18,10.5%,2,170,0,1.2%,98.8%,0%,15,16,9.3%
112410,909,5208,State-funded primary,69,34,35,49.3%,50.7%,0,0%,6,8.7%,3,66,0,4.3%,95.7%,0%,2,2,2.9%
112412,909,5210,State-funded primary,234,113,121,48.3%,51.7%,3,1.3%,21,9.0%,1,233,0,0.4%,99.6%,0%,23,32,13.7%
112414,909,5212,State-funded primary,43,19,24,44.2%,55.8%,0,0%,1,2.3%,0,43,0,0%,100%,0%,2,2,4.7%
112415,909,5213,State-funded primary,72,29,43,40.3%,59.7%,2,2.8%,9,12.5%,0,72,0,0%,100%,0%,5,9,12.5%
112417,909,5215,State-funded primary,62,33,29,53.2%,46.8%,3,4.8%,7,11.3%,0,62,0,0%,100%,0%,12,12,19.4%
112419,909,5217,State-funded primary,68,43,25,63.2%,36.8%,2,2.9%,12,17.6%,0,68,0,0%,100%,0%,6,7,10.3%
112420,909,5218,State-funded primary,109,56,53,51.4%,48.6%,2,1.8%,4,3.7%,5,104,0,4.6%,95.4%,0%,2,4,3.7%
112423,909,5221,State-funded primary,458,226,232,49.3%,50.7%,14,3.1%,45,9.8%,60,398,0,13.1%,86.9%,0%,73,80,17.5%
112442,909,6001,Independent school,157,74,83,47.1%,52.9%,1,0.6%,15,9.6%,0,0,0,0%,0%,0%,0
112445,909,6005,Independent school,226,110,116,48.7%,51.3%,0,0%,46,20.4%,0,0,0,0%,0%,0%,0
112446,909,6008,Independent school,315,147,168,46.7%,53.3%,2,0.6%,32,10.2%,0,0,0,0%,0%,0%,0
112451,909,6026,Independent school,530,197,333,37.2%,62.8%,0,0%,155,29.2%,0,0,0,0%,0%,0%,0
112452,909,6027,Independent school,68,0,68,0%,100%,65,95.6%,3,4.4%,0,0,0,0%,0%,0%,0
112453,909,6032,Independent school,384,176,208,45.8%,54.2%,4,1.0%,69,18.0%,0,0,0,0%,0%,0%,0
112456,815,6041,Independent school,71,20,51,28.2%,71.8%,67,94.4%,4,5.6%,0,0,0,0%,0%,0%,0
112459,909,6041,Independent school,84,40,44,47.6%,52.4%,0,0%,9,10.7%,0,0,0,0%,0%,0%,0
112461,909,6044,Independent school,63,15,48,23.8%,76.2%,62,98.4%,1,1.6%,0,0,0,0%,0%,0%,0
112464,909,7002,State-funded special school,171,45,126,26.3%,73.7%,171,100%,0,0%,6,165,0,3.5%,96.5%,0%,75,67,39.2%
112465,909,7006,State-funded special school,106,37,69,34.9%,65.1%,102,96.2%,4,3.8%,1,105,0,0.9%,99.1%,0%,23,24,22.6%
112466,909,7013,State-funded special school,79,30,49,38.0%,62.0%,79,100%,0,0%,2,77,0,2.5%,97.5%,0%,28,25,31.6%
112469,830,1001,State-funded nursery,93,44,49,47.3%,52.7%,1,1.1%,31,33.3%,3,90,0,3.2%,96.8%,0%,19
112470,830,1002,State-funded nursery,58,26,32,44.8%,55.2%,0,0%,2,3.4%,0,58,0,0%,100%,0%,28
112471,831,1005,State-funded nursery,87,46,41,52.9%,47.1%,1,1.1%,10,11.5%,29,58,0,33.3%,66.7%,0%,0
112472,831,1006,State-funded nursery,75,29,46,38.7%,61.3%,4,5.3%,17,22.7%,13,62,0,17.3%,82.7%,0%,0
112474,831,1008,State-funded nursery,73,43,30,58.9%,41.1%,0,0%,12,16.4%,38,35,0,52.1%,47.9%,0%,0
112475,831,1009,State-funded nursery,85,39,46,45.9%,54.1%,0,0%,6,7.1%,37,48,0,43.5%,56.5%,0%,0
112476,831,1010,State-funded nursery,87,49,38,56.3%,43.7%,0,0%,12,13.8%,38,49,0,43.7%,56.3%,0%,0
112477,830,1012,State-funded nursery,48,27,21,56.2%,43.8%,0,0%,1,2.1%,0,48,0,0%,100%,0%,0
112478,830,1013,State-funded nursery,122,49,73,40.2%,59.8%,3,2.5%,13,10.7%,2,120,0,1.6%,98.4%,0%,30
112479,831,1014,State-funded nursery,70,37,33,52.9%,47.1%,3,4.3%,14,20.0%,12,58,0,17.1%,82.9%,0%,0
112480,831,1015,State-funded nursery,76,37,39,48.7%,51.3%,0,0%,1,1.3%,2,74,0,2.6%,97.4%,0%,1
112481,830,1016,State-funded nursery,51,20,31,39.2%,60.8%,0,0%,3,5.9%,0,51,0,0%,100%,0%,4
112483,830,1018,State-funded nursery,63,32,31,50.8%,49.2%,1,1.6%,3,4.8%,1,62,0,1.6%,98.4%,0%,6
112484,830,1019,State-funded nursery,73,30,43,41.1%,58.9%,0,0%,11,15.1%,4,69,0,5.5%,94.5%,0%,8
112485,830,1020,State-funded nursery,83,40,43,48.2%,51.8%,2,2.4%,29,34.9%,3,80,0,3.6%,96.4%,0%,0
112492,830,2000,State-funded primary,180,75,105,41.7%,58.3%,1,0.6%,32,17.8%,9,170,1,5.0%,94.4%,0.6%,74,91,50.6%
112493,830,2002,State-funded primary,159,77,82,48.4%,51.6%,1,0.6%,48,30.2%,12,147,0,7.5%,92.5%,0%,55,57,35.8%
112494,830,2003,State-funded primary,199,96,103,48.2%,51.8%,6,3.0%,38,19.1%,3,196,0,1.5%,98.5%,0%,61,79,39.7%
112496,830,2006,State-funded primary,223,99,124,44.4%,55.6%,4,1.8%,32,14.3%,8,215,0,3.6%,96.4%,0%,72,62,27.8%
112497,830,2007,State-funded primary,236,114,122,48.3%,51.7%,4,1.7%,48,20.3%,15,221,0,6.4%,93.6%,0%,63,78,33.1%
112500,830,2010,State-funded primary,407,204,203,50.1%,49.9%,10,2.5%,47,11.5%,2,405,0,0.5%,99.5%,0%,83,91,22.4%
112501,830,2017,State-funded primary,222,100,122,45.0%,55.0%,2,0.9%,18,8.1%,0,222,0,0%,100%,0%,27,30,13.5%
112502,830,2018,State-funded primary,195,110,85,56.4%,43.6%,2,1.0%,13,6.7%,4,191,0,2.1%,97.9%,0%,14,17,8.7%
112503,830,2019,State-funded primary,165,76,89,46.1%,53.9%,1,0.6%,20,12.1%,8,157,0,4.8%,95.2%,0%,60,52,31.5%
112504,830,2021,State-funded primary,77,38,39,49.4%,50.6%,0,0%,22,28.6%,3,74,0,3.9%,96.1%,0%,10,10,13.0%
112505,830,2022,State-funded primary,201,88,113,43.8%,56.2%,1,0.5%,26,12.9%,4,197,0,2.0%,98.0%,0%,31,32,15.9%
112506,830,2041,State-funded primary,117,63,54,53.8%,46.2%,2,1.7%,19,16.2%,3,114,0,2.6%,97.4%,0%,33,35,29.9%
112507,830,2043,State-funded primary,141,76,65,53.9%,46.1%,2,1.4%,17,12.1%,3,137,1,2.1%,97.2%,0.7%,16,22,15.6%
112508,830,2044,State-funded primary,74,33,41,44.6%,55.4%,0,0%,17,23.0%,1,73,0,1.4%,98.6%,0%,13,16,21.6%
112509,830,2045,State-funded primary,258,121,137,46.9%,53.1%,3,1.2%,49,19.0%,18,240,0,7.0%,93.0%,0%,131,131,50.8%
112510,830,2046,State-funded primary,140,77,63,55.0%,45.0%,2,1.4%,17,12.1%,0,140,0,0%,100%,0%,60,58,41.4%
112511,830,2048,State-funded primary,231,107,124,46.3%,53.7%,0,0%,85,36.8%,7,224,0,3.0%,97.0%,0%,57,58,25.1%
112512,830,2049,State-funded primary,34,13,21,38.2%,61.8%,0,0%,9,26.5%,0,34,0,0%,100%,0%,9,10,29.4%
112513,830,2050,State-funded primary,90,43,47,47.8%,52.2%,3,3.3%,10,11.1%,0,90,0,0%,100%,0%,4,6,6.7%
112514,830,2051,State-funded primary,47,19,28,40.4%,59.6%,1,2.1%,9,19.1%,0,47,0,0%,100%,0%,3,4,8.5%
112515,830,2052,State-funded primary,49,22,27,44.9%,55.1%,0,0%,9,18.4%,0,49,0,0%,100%,0%,9,9,18.4%
112516,830,2053,State-funded primary,415,202,213,48.7%,51.3%,9,2.2%,35,8.4%,1,414,0,0.2%,99.8%,0%,35,39,9.4%
112519,830,2057,State-funded primary,172,72,100,41.9%,58.1%,2,1.2%,25,14.5%,2,170,0,1.2%,98.8%,0%,43,43,25.0%
112520,830,2058,State-funded primary,339,166,173,49.0%,51.0%,3,0.9%,31,9.1%,5,334,0,1.5%,98.5%,0%,38,44,13.0%
112521,830,2060,State-funded primary,218,101,117,46.3%,53.7%,5,2.3%,57,26.1%,9,209,0,4.1%,95.9%,0%,49,51,23.4%
112522,830,2061,State-funded primary,173,86,87,49.7%,50.3%,2,1.2%,21,12.1%,5,168,0,2.9%,97.1%,0%,31,33,19.1%
112523,830,2062,State-funded primary,284,145,139,51.1%,48.9%,3,1.1%,44,15.5%,3,281,0,1.1%,98.9%,0%,48,54,19.0%
112525,830,2068,State-funded primary,38,17,21,44.7%,55.3%,0,0%,2,5.3%,0,36,2,0%,94.7%,5.3%,2,2,5.3%
112526,830,2072,State-funded primary,108,54,54,50.0%,50.0%,1,0.9%,7,6.5%,0,108,0,0%,100%,0%,24,26,24.1%
112527,830,5211,State-funded primary,250,126,124,50.4%,49.6%,4,1.6%,29,11.6%,1,248,1,0.4%,99.2%,0.4%,28,29,11.6%
112530,830,2076,State-funded primary,244,120,124,49.2%,50.8%,2,0.8%,32,13.1%,11,231,2,4.5%,94.7%,0.8%,94,94,38.5%
112532,830,2079,State-funded primary,347,171,176,49.3%,50.7%,7,2.0%,41,11.8%,1,346,0,0.3%,99.7%,0%,81,100,28.8%
112533,830,2080,State-funded primary,322,157,165,48.8%,51.2%,2,0.6%,23,7.1%,3,319,0,0.9%,99.1%,0%,80,67,20.8%
112534,830,2082,State-funded primary,79,35,44,44.3%,55.7%,2,2.5%,21,26.6%,0,79,0,0%,100%,0%,18,22,27.8%
112535,830,2083,State-funded primary,62,34,28,54.8%,45.2%,0,0%,8,12.9%,0,60,2,0%,96.8%,3.2%,2,3,4.8%
112536,830,2084,State-funded primary,140,73,67,52.1%,47.9%,1,0.7%,8,5.7%,0,137,3,0%,97.9%,2.1%,3,6,4.3%
112537,830,2085,State-funded primary,93,42,51,45.2%,54.8%,0,0%,7,7.5%,0,93,0,0%,100%,0%,4,4,4.3%
112538,830,2086,State-funded primary,210,100,110,47.6%,52.4%,1,0.5%,15,7.1%,5,205,0,2.4%,97.6%,0%,66,62,29.5%
112539,830,2089,State-funded primary,367,180,187,49.0%,51.0%,2,0.5%,31,8.4%,8,359,0,2.2%,97.8%,0%,37,46,12.5%
112540,830,2091,State-funded primary,256,126,130,49.2%,50.8%,4,1.6%,16,6.2%,2,254,0,0.8%,99.2%,0%,35,35,13.7%
112541,830,2092,State-funded primary,208,94,114,45.2%,54.8%,4,1.9%,8,3.8%,2,192,14,1.0%,92.3%,6.7%,22,22,10.6%
112543,830,2095,State-funded primary,142,75,67,52.8%,47.2%,0,0%,10,7.0%,3,139,0,2.1%,97.9%,0%,34,29,20.4%
112544,830,2097,State-funded primary,139,65,74,46.8%,53.2%,3,2.2%,12,8.6%,0,139,0,0%,100%,0%,19,21,15.1%
112545,830,2101,State-funded primary,202,104,98,51.5%,48.5%,1,0.5%,28,13.9%,0,202,0,0%,100%,0%,55,60,29.7%
112546,830,2102,State-funded primary,187,103,84,55.1%,44.9%,1,0.5%,29,15.5%,5,182,0,2.7%,97.3%,0%,26,30,16.0%
112547,830,2103,State-funded primary,64,34,30,53.1%,46.9%,1,1.6%,8,12.5%,0,64,0,0%,100%,0%,7,9,14.1%
112548,830,2104,State-funded primary,261,131,130,50.2%,49.8%,7,2.7%,60,23.0%,5,256,0,1.9%,98.1%,0%,125,139,53.3%
112549,830,2105,State-funded primary,287,151,136,52.6%,47.4%,3,1.0%,25,8.7%,9,271,7,3.1%,94.4%,2.4%,21,29,10.1%
112550,830,2106,State-funded primary,61,34,27,55.7%,44.3%,1,1.6%,17,27.9%,0,61,0,0%,100%,0%,2,2,3.3%
112551,830,2107,State-funded primary,210,113,97,53.8%,46.2%,1,0.5%,17,8.1%,7,203,0,3.3%,96.7%,0%,22,24,11.4%
112552,830,2109,State-funded primary,113,58,55,51.3%,48.7%,3,2.7%,17,15.0%,6,107,0,5.3%,94.7%,0%,19,19,16.8%
112553,830,2113,State-funded primary,243,119,124,49.0%,51.0%,1,0.4%,58,23.9%,2,241,0,0.8%,99.2%,0%,84,85,35.0%
112554,830,2115,State-funded primary,188,98,90,52.1%,47.9%,0,0%,14,7.4%,0,188,0,0%,100%,0%,28,29,15.4%
112561,830,2124,State-funded primary,151,76,75,50.3%,49.7%,3,2.0%,16,10.6%,0,151,0,0%,100%,0%,45,49,32.5%
112562,830,2125,State-funded primary,52,28,24,53.8%,46.2%,0,0%,8,15.4%,0,52,0,0%,100%,0%,15,15,28.8%
112563,830,2126,State-funded primary,236,116,120,49.2%,50.8%,3,1.3%,102,43.2%,5,231,0,2.1%,97.9%,0%,90,90,38.1%
112565,830,2131,State-funded primary,56,29,27,51.8%,48.2%,0,0%,6,10.7%,2,54,0,3.6%,96.4%,0%,4,6,10.7%
112566,830,2132,State-funded primary,57,26,31,45.6%,54.4%,0,0%,6,10.5%,0,57,0,0%,100%,0%,6,8,14.0%
112569,830,2138,State-funded primary,266,127,139,47.7%,52.3%,5,1.9%,90,33.8%,9,257,0,3.4%,96.6%,0%,168,187,70.3%
112570,830,2139,State-funded primary,287,133,154,46.3%,53.7%,0,0%,66,23.0%,11,276,0,3.8%,96.2%,0%,132,133,46.3%
112571,830,2141,State-funded primary,315,138,177,43.8%,56.2%,4,1.3%,29,9.2%,4,311,0,1.3%,98.7%,0%,105,126,40.0%
112572,830,2142,State-funded primary,226,109,117,48.2%,51.8%,5,2.2%,30,13.3%,2,224,0,0.9%,99.1%,0%,56,68,30.1%
112575,830,2146,State-funded primary,317,139,178,43.8%,56.2%,6,1.9%,32,10.1%,2,315,0,0.6%,99.4%,0%,65,65,20.5%
112577,830,2149,State-funded primary,121,59,62,48.8%,51.2%,0,0%,11,9.1%,0,121,0,0%,100%,0%,26,26,21.5%
112578,830,2150,State-funded primary,135,73,62,54.1%,45.9%,1,0.7%,27,20.0%,3,132,0,2.2%,97.8%,0%,36,44,32.6%
112579,830,2151,State-funded primary,138,61,77,44.2%,55.8%,0,0%,22,15.9%,3,135,0,2.2%,97.8%,0%,35,33,23.9%
112580,830,2153,State-funded primary,216,115,101,53.2%,46.8%,3,1.4%,12,5.6%,2,214,0,0.9%,99.1%,0%,12,16,7.4%
112582,830,2157,State-funded primary,228,120,108,52.6%,47.4%,0,0%,52,22.8%,14,214,0,6.1%,93.9%,0%,63,68,29.8%
112583,830,2159,State-funded primary,224,97,127,43.3%,56.7%,0,0%,11,4.9%,9,215,0,4.0%,96.0%,0%,54,47,21.0%
112584,830,2160,State-funded primary,436,194,242,44.5%,55.5%,2,0.5%,80,18.3%,14,422,0,3.2%,96.8%,0%,106,120,27.5%
112585,830,2161,State-funded primary,436,193,243,44.3%,55.7%,1,0.2%,71,16.3%,18,418,0,4.1%,95.9%,0%,120,136,31.2%
112589,830,2169,State-funded primary,33,17,16,51.5%,48.5%,0,0%,4,12.1%,0,33,0,0%,100%,0%,5,5,15.2%
112591,830,2172,State-funded primary,203,117,86,57.6%,42.4%,0,0%,19,9.4%,1,202,0,0.5%,99.5%,0%,21,24,11.8%
112592,830,2173,State-funded primary,85,51,34,60.0%,40.0%,0,0%,15,17.6%,0,84,1,0%,98.8%,1.2%,21,21,24.7%
112593,830,2174,State-funded primary,262,133,129,50.8%,49.2%,4,1.5%,35,13.4%,4,258,0,1.5%,98.5%,0%,31,37,14.1%
112594,830,2175,State-funded primary,191,95,96,49.7%,50.3%,0,0%,6,3.1%,3,188,0,1.6%,98.4%,0%,18,18,9.4%
112595,830,2177,State-funded primary,84,43,41,51.2%,48.8%,0,0%,10,11.9%,4,80,0,4.8%,95.2%,0%,5,5,6.0%
112596,830,2178,State-funded primary,106,60,46,56.6%,43.4%,0,0%,33,31.1%,0,106,0,0%,100%,0%,17,20,18.9%
112597,830,2179,State-funded primary,203,106,97,52.2%,47.8%,0,0%,40,19.7%,1,202,0,0.5%,99.5%,0%,35,38,18.7%
112599,830,2181,State-funded primary,81,38,43,46.9%,53.1%,1,1.2%,12,14.8%,0,81,0,0%,100%,0%,18,22,27.2%
112600,830,2182,State-funded primary,86,38,48,44.2%,55.8%,1,1.2%,16,18.6%,0,86,0,0%,100%,0%,25,26,30.2%
112603,830,2186,State-funded primary,208,99,109,47.6%,52.4%,4,1.9%,23,11.1%,3,205,0,1.4%,98.6%,0%,48,48,23.1%
112604,830,2187,State-funded primary,23,9,14,39.1%,60.9%,0,0%,3,13.0%,0,23,0,0%,100%,0%,2,2,8.7%
112605,830,2190,State-funded primary,227,108,119,47.6%,52.4%,12,5.3%,38,16.7%,1,226,0,0.4%,99.6%,0%,45,48,21.1%
112606,830,2191,State-funded primary,215,105,110,48.8%,51.2%,0,0%,21,9.8%,0,215,0,0%,100%,0%,15,16,7.4%
112610,830,2196,State-funded primary,214,106,108,49.5%,50.5%,3,1.4%,39,18.2%,11,203,0,5.1%,94.9%,0%,77,74,34.6%
112611,830,2201,State-funded primary,336,168,168,50.0%,50.0%,10,3.0%,42,12.5%,6,330,0,1.8%,98.2%,0%,110,128,38.1%
112612,830,2202,State-funded primary,151,68,83,45.0%,55.0%,0,0%,28,18.5%,1,150,0,0.7%,99.3%,0%,55,55,36.4%
112614,830,2210,State-funded primary,220,111,109,50.5%,49.5%,1,0.5%,14,6.4%,13,207,0,5.9%,94.1%,0%,73,65,29.5%
112615,830,2211,State-funded primary,96,47,49,49.0%,51.0%,0,0%,6,6.2%,0,96,0,0%,100%,0%,13,15,15.6%
112617,830,2213,State-funded primary,96,42,54,43.8%,56.2%,3,3.1%,10,10.4%,3,93,0,3.1%,96.9%,0%,18,21,21.9%
112619,830,2219,State-funded primary,195,93,102,47.7%,52.3%,6,3.1%,73,37.4%,26,167,2,13.3%,85.6%,1.0%,96,106,54.4%
112620,830,2223,State-funded primary,198,95,103,48.0%,52.0%,4,2.0%,34,17.2%,0,198,0,0%,100%,0%,53,61,30.8%
112621,830,2224,State-funded primary,210,109,101,51.9%,48.1%,0,0%,39,18.6%,7,203,0,3.3%,96.7%,0%,75,80,38.1%
112623,830,2227,State-funded primary,165,88,77,53.3%,46.7%,3,1.8%,31,18.8%,6,157,2,3.6%,95.2%,1.2%,55,59,35.8%
112624,830,2228,State-funded primary,391,205,186,52.4%,47.6%,2,0.5%,98,25.1%,16,375,0,4.1%,95.9%,0%,116,138,35.3%
112625,830,2229,State-funded primary,125,53,72,42.4%,57.6%,5,4.0%,30,24.0%,0,125,0,0%,100%,0%,12,13,10.4%
112627,830,2239,State-funded primary,167,81,86,48.5%,51.5%,3,1.8%,27,16.2%,3,164,0,1.8%,98.2%,0%,84,100,59.9%
112629,830,2242,State-funded primary,132,66,66,50.0%,50.0%,0,0%,17,12.9%,2,130,0,1.5%,98.5%,0%,66,59,44.7%
112630,830,2243,State-funded primary,199,99,100,49.7%,50.3%,3,1.5%,51,25.6%,5,194,0,2.5%,97.5%,0%,86,91,45.7%
112631,830,2244,State-funded primary,51,23,28,45.1%,54.9%,3,5.9%,0,0%,0,51,0,0%,100%,0%,7,7,13.7%
112632,830,2245,State-funded primary,108,51,57,47.2%,52.8%,1,0.9%,25,23.1%,0,108,0,0%,100%,0%,43,45,41.7%
112635,830,2253,State-funded primary,308,153,155,49.7%,50.3%,2,0.6%,44,14.3%,0,308,0,0%,100%,0%,113,136,44.2%
112636,830,2254,State-funded primary,260,125,135,48.1%,51.9%,1,0.4%,27,10.4%,12,248,0,4.6%,95.4%,0%,87,89,34.2%
112637,830,2255,State-funded primary,131,76,55,58.0%,42.0%,0,0%,9,6.9%,9,122,0,6.9%,93.1%,0%,22,26,19.8%
112639,830,2257,State-funded primary,168,77,91,45.8%,54.2%,3,1.8%,31,18.5%,2,166,0,1.2%,98.8%,0%,48,58,34.5%
112640,830,2258,State-funded primary,191,96,95,50.3%,49.7%,2,1.0%,26,13.6%,5,186,0,2.6%,97.4%,0%,26,16,8.4%
112642,830,2260,State-funded primary,50,32,18,64.0%,36.0%,1,2.0%,14,28.0%,0,50,0,0%,100%,0%,29,29,58.0%
112643,830,2262,State-funded primary,39,20,19,51.3%,48.7%,0,0%,2,5.1%,0,39,0,0%,100%,0%,11,5,12.8%
112646,830,2266,State-funded primary,82,36,46,43.9%,56.1%,1,1.2%,10,12.2%,0,82,0,0%,100%,0%,5,11,13.4%
112647,830,2268,State-funded primary,160,63,97,39.4%,60.6%,9,5.6%,25,15.6%,5,153,2,3.1%,95.6%,1.3%,36,39,24.4%
112648,830,2269,State-funded primary,96,54,42,56.2%,43.8%,2,2.1%,6,6.2%,1,95,0,1.0%,99.0%,0%,16,17,17.7%
112649,830,2270,State-funded primary,284,135,149,47.5%,52.5%,3,1.1%,38,13.4%,2,282,0,0.7%,99.3%,0%,87,90,31.7%
112651,830,2274,State-funded primary,343,185,158,53.9%,46.1%,1,0.3%,17,5.0%,1,339,3,0.3%,98.8%,0.9%,26,31,9.0%
112652,830,2275,State-funded primary,135,71,64,52.6%,47.4%,1,0.7%,31,23.0%,0,135,0,0%,100%,0%,25,27,20.0%
112653,830,2276,State-funded primary,36,25,11,69.4%,30.6%,0,0%,7,19.4%,0,36,0,0%,100%,0%,14,14,38.9%
112654,830,2277,State-funded primary,89,39,50,43.8%,56.2%,2,2.2%,25,28.1%,2,87,0,2.2%,97.8%,0%,17,21,23.6%
112655,830,2278,State-funded primary,263,127,136,48.3%,51.7%,3,1.1%,25,9.5%,4,259,0,1.5%,98.5%,0%,105,106,40.3%
112656,830,2279,State-funded primary,78,38,40,48.7%,51.3%,2,2.6%,22,28.2%,0,78,0,0%,100%,0%,10,13,16.7%
112659,830,2283,State-funded primary,107,60,47,56.1%,43.9%,1,0.9%,13,12.1%,6,101,0,5.6%,94.4%,0%,34,42,39.3%
112660,830,2285,State-funded primary,207,105,102,50.7%,49.3%,6,2.9%,53,25.6%,10,197,0,4.8%,95.2%,0%,80,80,38.6%
112661,830,2286,State-funded primary,186,93,93,50.0%,50.0%,4,2.2%,48,25.8%,10,176,0,5.4%,94.6%,0%,95,102,54.8%
