RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,REGION,ALL_BAND,ALL_SCORE,ALL_COHORT,ALL_PROGRESSED,ALL_APPREN,ALL_HE,ALL_TOP3RD,ALL_RUSSELL,ALL_OXBRIDGE,ALL_HTECH,ACADAGEN_COHORT,ACADAGEN_PROGRESSED,ACADAGEN_SCORE,ACADAGEN_BAND,TLEV_COHORT,TLEV_PROGRESSED,TLEV_SCORE,TLEV_BAND,OTHER_COHORT,OTHER_PROGRESSED,OTHER_SCORE,OTHER_BAND,DIS_PROGRESSED,DIS_APPREN,DIS_HE,DIS_TOP3RD,DIS_RUSSELL,DIS_OXBRIDGE,DIS_HTECH
1,380,4019,139995,Oasis Academy Lister Park,Academy - Sponsor Led Mainstream,0,0,,3,12,58,72%,0%,71%,0%,0%,0%,2%,58,72%,12,2,0,0%,NA,NA,0,0%,NA,NA,78%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,380,4023,140569,St Bede's and St Joseph's Catholic College,Voluntary Aided School,0,0,,2,13,154,79%,0%,77%,14%,13%,0%,1%,142,80%,12,2,12,58%,19,3,0,0%,NA,NA,85%,0%,85%,11%,11%,0%,0%
1,380,4027,142681,Laisterdyke Leadership Academy,Academy - Sponsor Led Mainstream,0,0,,1,25,47,83%,0%,83%,6%,6%,0%,0%,46,83%,24,1,0,0%,NA,NA,1,SUPP,SUPP,SUPP,91%,0%,91%,SUPP,SUPP,0%,0%
1,380,4028,142761,Tong Leadership Academy,Academy - Sponsor Led Mainstream,0,0,,3,11,39,74%,0%,74%,5%,5%,0%,0%,39,74%,11,3,0,0%,NA,NA,0,0%,NA,NA,72%,0%,72%,SUPP,SUPP,0%,0%
1,380,4032,143112,Beckfoot Oakbank,Academy - Sponsor Led Mainstream,0,0,,2,13,85,76%,1%,74%,16%,13%,0%,1%,85,76%,13,2,0,0%,NA,NA,0,0%,NA,NA,82%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,380,4040,143114,Beckfoot Thornton,Academy - Sponsor Led Mainstream,0,0,,3,8,54,76%,0%,74%,15%,11%,0%,2%,54,76%,8,3,0,0%,NA,NA,0,0%,NA,NA,63%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,380,4041,138087,Belle Vue Girls' Academy,Academy - Converter Mainstream,0,0,,2,13,79,78%,0%,78%,10%,10%,0%,0%,73,81%,13,2,2,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,79%,0%,79%,4%,4%,0%,0%
1,380,4064,139975,Beckfoot School,Academy - Converter Mainstream,0,0,,3,5,121,84%,1%,83%,36%,36%,2%,1%,121,84%,5,3,0,0%,NA,NA,0,0%,NA,NA,80%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,380,4074,107395,Titus Salt School,Community School,0,0,,3,2,102,75%,2%,73%,25%,23%,0%,1%,97,77%,3,3,5,SUPP,SUPP,SUPP,0,0%,NA,NA,55%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,380,4112,132217,Parkside School,Foundation School,0,0,,3,-1,43,74%,5%,67%,7%,5%,0%,2%,43,74%,-1,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,380,4502,136905,Ilkley Grammar School,Academy - Converter Mainstream,0,0,,3,-3,177,78%,1%,76%,44%,38%,1%,1%,177,78%,-3,3,0,0%,NA,NA,0,0%,NA,NA,80%,0%,80%,50%,40%,0%,0%
1,380,4610,107428,The Holy Family Catholic School,Voluntary Aided School,0,0,,3,10,63,78%,2%,73%,10%,5%,0%,3%,62,79%,10,3,1,SUPP,SUPP,SUPP,0,0%,NA,NA,78%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,380,4613,136962,Feversham Academy,Academy - Converter Mainstream,0,0,,3,-7,67,66%,0%,64%,7%,7%,0%,1%,67,66%,-7,3,0,0%,NA,NA,0,0%,NA,NA,76%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,380,4616,142590,Immanuel College,Academy - Converter Mainstream,0,0,,3,-7,102,65%,3%,62%,17%,11%,0%,0%,96,69%,-5,3,0,0%,NA,NA,6,0%,-45,5,81%,5%,76%,5%,5%,0%,0%
1,380,5400,107439,Bingley Grammar School,Voluntary Aided School,0,0,,2,10,165,81%,2%,79%,25%,24%,2%,0%,159,84%,11,2,6,17%,-25,3,0,0%,NA,NA,79%,0%,79%,16%,16%,0%,0%
1,380,5401,107440,Hanson School,Foundation School,0,0,,3,7,86,65%,1%,62%,6%,6%,0%,2%,54,81%,12,3,0,0%,NA,NA,32,38%,-2,3,62%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,380,6102,140204,Bradford Girls' Grammar School,Free School - Mainstream,0,0,,3,11,55,91%,0%,89%,25%,24%,0%,2%,55,91%,11,3,0,0%,NA,NA,0,0%,NA,NA,89%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,380,6906,135367,Bradford Academy,Academy - Sponsor Led Mainstream,0,0,,2,15,129,67%,0%,59%,5%,5%,0%,8%,53,85%,19,1,0,0%,NA,NA,76,54%,12,3,66%,0%,61%,8%,8%,0%,5%
1,380,6908,135866,Dixons Allerton Academy,Academy - Sponsor Led Mainstream,0,0,,1,20,73,84%,0%,84%,12%,11%,0%,0%,73,84%,20,1,0,0%,NA,NA,0,0%,NA,NA,82%,0%,82%,6%,6%,0%,0%
1,380,8004,130532,Bradford College,Further Education Sector Institution,0,0,,2,5,547,50%,1%,42%,3%,2%,0%,7%,114,62%,2,3,46,41%,7,3,387,48%,5,3,48%,0%,41%,3%,2%,0%,7%
1,380,8011,130534,Shipley College,Further Education Sector Institution,0,0,,3,0,120,45%,1%,40%,0%,0%,0%,4%,47,62%,11,3,1,SUPP,SUPP,SUPP,72,33%,-8,3,55%,SUPP,49%,0%,0%,0%,SUPP
LA,380,,,,,,,,NA,8,2834,70%,1%,67%,13%,12%,0%,3%,2168,78%,9,NA,88,44%,6,NA,578,46%,4,NA,71%,1%,67%,15%,13%,0%,2%
1,381,4003,139433,Trinity Sixth Form Academy,Free School  16-19,0,0,,3,-22,11,18%,0%,18%,0%,0%,0%,0%,4,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,381,5400,136788,The North Halifax Grammar School,Academy - Converter Mainstream,0,0,,3,1,140,84%,2%,81%,37%,35%,1%,1%,140,84%,1,3,0,0%,NA,NA,0,0%,NA,NA,80%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,381,5401,139182,The Crossley Heath School,Academy - Converter Mainstream,0,0,,3,4,139,87%,1%,86%,35%,30%,1%,0%,139,87%,4,3,0,0%,NA,NA,0,0%,NA,NA,85%,0%,85%,0%,0%,SUPP,0%
1,381,5404,137036,Lightcliffe Academy,Academy - Sponsor Led Mainstream,0,0,,4,-14,130,47%,2%,45%,2%,2%,0%,0%,130,47%,-14,4,0,0%,NA,NA,0,0%,NA,NA,44%,0%,44%,0%,0%,0%,0%
1,381,5405,137521,The Brooksbank School,Academy - Converter Mainstream,0,0,,3,-1,128,66%,1%,63%,10%,11%,0%,2%,115,66%,-3,3,0,0%,NA,NA,13,62%,17,3,72%,SUPP,64%,8%,8%,0%,SUPP
1,381,5406,136604,Brighouse High School,Academy - Converter Mainstream,0,0,,3,-1,141,65%,1%,62%,6%,5%,0%,1%,140,65%,-1,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,63%,SUPP,56%,0%,0%,0%,SUPP
1,381,5408,141307,Ryburn Valley High School,Academy - Converter Mainstream,0,0,,5,-25,83,37%,1%,35%,5%,4%,0%,1%,67,42%,-26,5,0,0%,NA,NA,16,19%,-23,3,27%,SUPP,20%,0%,0%,0%,SUPP
1,381,8000,130535,Calderdale College,Further Education Sector Institution,0,0,,3,-6,213,37%,1%,29%,1%,1%,0%,7%,11,45%,-22,3,51,39%,6,3,151,36%,-9,4,42%,0%,29%,1%,1%,0%,13%
LA,381,,,,,,,,NA,-4,1322,62%,2%,58%,12%,11%,0%,2%,1079,68%,-3,NA,56,36%,2,NA,187,35%,-9,NA,62%,2%,59%,13%,12%,0%,1%
1,382,4009,107756,Netherhall Learning Campus High School,Community School,0,0,,3,-2,42,52%,0%,45%,7%,0%,0%,7%,34,56%,-2,3,5,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,50%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,382,4040,136674,The Mirfield Free Grammar,Academy - Converter Mainstream,0,0,,3,5,183,68%,1%,65%,7%,5%,0%,2%,164,69%,4,3,19,58%,11,3,0,0%,NA,NA,78%,0%,72%,0%,0%,0%,6%
1,382,4048,137424,Batley Girls High School,Academy - Converter Mainstream,0,0,,4,-16,90,50%,0%,49%,3%,2%,0%,1%,90,50%,-16,4,0,0%,NA,NA,0,0%,NA,NA,60%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,382,4049,137352,Shelley College,Academy - Converter Mainstream,0,0,,3,2,105,67%,3%,63%,13%,13%,0%,1%,90,69%,0,3,15,53%,12,3,0,0%,NA,NA,43%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,382,4800,141470,St John Fisher Catholic Voluntary Academy,Academy - Converter Mainstream,0,0,,3,-3,73,60%,0%,59%,5%,5%,0%,1%,73,60%,-3,3,0,0%,NA,NA,0,0%,NA,NA,62%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,382,5401,136283,Heckmondwike Grammar School,Academy - Converter Mainstream,0,0,,2,6,298,87%,2%,83%,31%,29%,2%,2%,298,87%,6,2,0,0%,NA,NA,0,0%,NA,NA,89%,0%,87%,18%,18%,0%,3%
1,382,8001,130537,Kirklees College,Further Education Sector Institution,0,0,,3,-6,194,38%,2%,30%,0%,0%,0%,6%,4,SUPP,SUPP,SUPP,0,0%,NA,NA,190,38%,-6,3,35%,2%,31%,0%,0%,0%,3%
1,382,8600,130538,Greenhead College,Further Education Sector Institution,0,0,,3,2,1142,84%,2%,81%,43%,40%,2%,1%,1142,84%,2,3,0,0%,NA,NA,0,0%,NA,NA,88%,2%,85%,36%,34%,2%,2%
1,382,8601,130539,Huddersfield New College,Further Education Sector Institution,0,0,,2,12,872,71%,SP,68%,7%,5%,0%,2%,522,75%,8,2,0,0%,NA,NA,350,65%,19,2,71%,0%,70%,5%,3%,0%,2%
LA,382,,,,,,,,NA,4,2999,74%,1%,71%,23%,20%,1%,2%,2417,78%,3,NA,39,56%,12,NA,543,55%,10,NA,74%,1%,71%,24%,22%,1%,2%
1,383,4006,108055,Lawnswood School,Community School,0,0,,3,-4,54,52%,0%,52%,9%,11%,0%,0%,40,53%,-9,3,14,50%,12,3,0,0%,NA,NA,60%,0%,60%,7%,7%,0%,0%
1,383,4032,108057,Allerton High School,Community School,0,0,,3,6,111,77%,1%,76%,24%,23%,1%,1%,111,77%,6,3,0,0%,NA,NA,0,0%,NA,NA,67%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4040,108058,Allerton Grange School,Community School,0,0,,2,14,63,79%,3%,73%,19%,17%,0%,3%,63,79%,14,2,0,0%,NA,NA,0,0%,NA,NA,86%,SUPP,76%,24%,19%,0%,SUPP
1,383,4046,108064,Temple Moor High School Science College,Foundation School,0,0,,3,2,63,65%,2%,63%,17%,14%,0%,0%,57,65%,0,3,5,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,67%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,383,4055,139282,John Smeaton Academy,Academy - Sponsor Led Mainstream,0,1,,3,0,39,69%,0%,69%,10%,10%,0%,0%,32,72%,-2,3,4,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,33%,0%,33%,0%,0%,0%,0%
1,383,4062,108075,Ralph Thoresby School,Foundation School,0,0,,4,-11,74,55%,0%,55%,18%,18%,1%,0%,73,56%,-10,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,32%,0%,32%,21%,21%,SUPP,0%
1,383,4063,108076,Roundhay School,Community School,0,0,,2,14,244,84%,1%,82%,29%,25%,1%,SP,212,85%,11,2,0,0%,NA,NA,32,72%,31,1,85%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4070,141940,Elliott Hudson College,Free School  16-19,0,0,,3,-5,346,62%,1%,60%,12%,12%,0%,1%,345,62%,-5,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,56%,SUPP,52%,9%,9%,0%,SUPP
1,383,4072,142604,University Technical College Leeds,Free School - UTC ,0,0,,3,-9,40,48%,5%,40%,20%,18%,0%,3%,16,50%,-20,3,24,46%,-1,3,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4102,108079,Pudsey Grangefield School,Foundation School,0,0,,4,-16,76,49%,1%,47%,13%,12%,0%,0%,76,49%,-16,4,0,0%,NA,NA,0,0%,NA,NA,33%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,383,4103,138336,Rodillian Academy,Academy - Converter Mainstream,0,0,,4,-18,88,53%,2%,49%,16%,14%,5%,2%,87,54%,-18,4,1,SUPP,SUPP,SUPP,0,0%,NA,NA,24%,SUPP,12%,6%,6%,0%,SUPP
1,383,4105,137383,Woodkirk Academy,Academy - Converter Mainstream,0,0,,3,-7,167,66%,4%,61%,11%,11%,0%,1%,163,67%,-7,3,0,0%,NA,NA,4,SUPP,SUPP,SUPP,78%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4106,108083,Benton Park School,Community School,0,0,,3,-1,136,65%,1%,63%,18%,18%,0%,0%,128,66%,-1,3,0,0%,NA,NA,8,50%,8,3,59%,0%,59%,5%,5%,0%,0%
1,383,4107,138304,Crawshaw Academy,Academy - Sponsor Led Mainstream,0,0,,5,-28,42,38%,0%,36%,12%,10%,0%,2%,42,38%,-28,5,0,0%,NA,NA,0,0%,NA,NA,9%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4108,108085,Guiseley School,Foundation School,0,0,,3,2,115,81%,2%,79%,45%,43%,1%,0%,114,81%,2,3,1,SUPP,SUPP,SUPP,0,0%,NA,NA,80%,0%,80%,30%,30%,SUPP,0%
1,383,4110,144588,Co-op Academy Priesthorpe,Academy - Converter Mainstream,0,0,,3,-4,57,58%,4%,53%,7%,7%,0%,2%,57,58%,-4,3,0,0%,NA,NA,0,0%,NA,NA,43%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4111,108088,Wetherby High School,Foundation School,0,0,,3,2,57,70%,2%,67%,11%,11%,0%,2%,57,70%,2,3,0,0%,NA,NA,0,0%,NA,NA,67%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4112,136343,Garforth Academy,Academy - Converter Mainstream,0,0,,4,-8,158,57%,6%,50%,11%,10%,0%,1%,134,58%,-11,4,24,50%,9,3,0,0%,NA,NA,63%,SUPP,50%,13%,13%,0%,SUPP
1,383,4113,143238,Brigshaw High School,Academy - Converter Mainstream,0,0,,4,-12,71,54%,6%,48%,14%,13%,0%,0%,64,56%,-13,4,7,29%,-9,3,0,0%,NA,NA,86%,0%,86%,0%,0%,0%,0%
1,383,4114,146217,Boston Spa Academy,Academy - Converter Mainstream,0,0,,3,-3,103,62%,2%,60%,26%,25%,1%,0%,77,77%,4,3,0,0%,NA,NA,26,19%,-22,5,48%,0%,48%,5%,5%,SUPP,0%
1,383,4115,137775,Horsforth School,Academy - Converter Mainstream,0,0,,3,6,118,84%,5%,76%,38%,35%,1%,3%,118,84%,6,3,0,0%,NA,NA,0,0%,NA,NA,89%,11%,78%,33%,22%,SUPP,0%
1,383,4501,137704,Otley Prince Henry's Grammar School Specialist Language College,Academy - Converter Mainstream,0,0,,3,7,126,85%,3%,81%,38%,37%,1%,1%,125,86%,7,3,0,0%,NA,NA,1,SUPP,SUPP,SUPP,83%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,4601,139351,"St. Mary's Menston, a Catholic Voluntary Academy",Academy - Converter Mainstream,0,0,,3,3,112,80%,2%,79%,33%,29%,0%,0%,112,80%,3,3,0,0%,NA,NA,0,0%,NA,NA,43%,0%,43%,14%,14%,0%,0%
1,383,5400,137083,Abbey Grange Church of England Academy,Academy - Converter Mainstream,0,0,,2,9,121,81%,1%,79%,38%,35%,1%,1%,121,81%,9,2,0,0%,NA,NA,0,0%,NA,NA,75%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,383,8008,130542,Leeds College of Building,Further Education Sector Institution,0,0,,1,19,88,67%,50%,14%,1%,0%,0%,3%,1,SUPP,SUPP,SUPP,0,0%,NA,NA,87,68%,20,2,63%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,383,8025,135771,Leeds City College,Further Education Sector Institution,0,0,,3,1,827,49%,1%,38%,3%,1%,0%,10%,168,57%,-1,3,35,51%,13,3,624,47%,2,3,49%,1%,34%,1%,SP,0%,14%
1,383,8600,130548,Notre Dame Catholic Sixth Form College,Further Education Sector Institution,0,0,,2,8,811,75%,1%,74%,24%,21%,1%,1%,796,76%,8,2,10,60%,28,3,5,SUPP,SUPP,SUPP,72%,0%,70%,12%,12%,0%,2%
LA,383,,,,,,,,NA,1,4400,66%,3%,60%,18%,16%,0%,3%,3468,70%,1,NA,136,53%,13,NA,796,49%,3,NA,67%,3%,62%,20%,18%,1%,2%
1,384,4015,136633,Castleford Academy,Academy - Converter Mainstream,0,0,,3,-15,24,25%,0%,17%,0%,0%,0%,8%,0,0%,NA,NA,0,0%,NA,NA,24,25%,-15,3,18%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,384,4023,136462,Ossett Academy and Sixth Form College,Academy - Converter Mainstream,0,0,,3,0,122,70%,4%,66%,14%,11%,0%,0%,101,74%,-1,3,0,0%,NA,NA,21,52%,6,3,65%,0%,65%,12%,6%,0%,0%
1,384,4026,136613,Airedale Academy,Academy - Converter Mainstream,0,0,,5,-31,33,24%,0%,24%,6%,6%,0%,0%,32,25%,-31,5,0,0%,NA,NA,1,SUPP,SUPP,SUPP,22%,0%,22%,0%,0%,0%,0%
1,384,4030,137011,"Minsthorpe Community College, A Specialist Science College",Academy - Converter Mainstream,0,0,,4,-15,84,49%,1%,46%,5%,4%,0%,1%,62,58%,-14,4,13,38%,-6,3,9,0%,-38,5,31%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,384,4604,138951,St Wilfrid's Catholic High School & Sixth Form College: A Voluntary Academy,Academy - Converter Mainstream,0,0,,3,-2,130,65%,5%,59%,18%,18%,2%,2%,114,66%,-6,3,0,0%,NA,NA,16,63%,22,3,58%,SUPP,50%,8%,8%,0%,SUPP
1,384,6905,135961,Outwood Grange Academy,Academy - Sponsor Led Mainstream,0,0,,3,2,137,78%,8%,69%,21%,16%,1%,1%,137,78%,2,3,0,0%,NA,NA,0,0%,NA,NA,100%,SUPP,89%,44%,44%,0%,SUPP
1,384,8000,130549,Wakefield College,Further Education Sector Institution,0,0,,3,-2,596,48%,1%,39%,4%,2%,0%,8%,163,57%,-11,4,125,50%,11,2,308,43%,-3,3,43%,1%,32%,1%,1%,0%,11%
1,384,8600,144732,New College Pontefract,Academy 16-19 Converter,0,0,,3,0,1035,66%,3%,62%,17%,15%,1%,2%,754,75%,0,3,10,10%,-28,3,271,45%,0,3,50%,1%,49%,7%,6%,0%,0%
LA,384,,,,,,,,NA,-2,2272,60%,2%,55%,12%,10%,0%,3%,1464,70%,-3,NA,152,48%,8,NA,656,43%,-2,NA,63%,3%,57%,14%,12%,1%,3%
1,815,4002,142884,Scarborough University Technical College,Free School - UTC ,0,0,,5,-34,15,20%,7%,7%,7%,7%,0%,7%,10,10%,-48,5,4,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4035,121666,Thirsk School & Sixth Form College,Community School,0,0,,3,4,56,75%,0%,71%,23%,20%,4%,4%,56,75%,4,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4039,121667,Caedmon College Whitby,Community School,0,0,,4,-13,96,54%,1%,53%,18%,13%,0%,0%,87,59%,-11,4,0,0%,NA,NA,9,11%,-30,3,64%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,815,4047,141930,Stokesley School,Academy - Converter Mainstream,0,0,,3,-2,83,78%,0%,78%,45%,37%,2%,0%,83,78%,-2,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4054,121671,Lady Lumley's School,Community School,0,1,,3,2,66,80%,2%,77%,41%,38%,2%,2%,66,80%,2,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4075,121679,The Wensleydale School & Sixth Form,Community School,0,0,,5,-30,18,33%,17%,17%,0%,0%,0%,0%,18,33%,-30,5,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4076,145090,Richmond School,Academy - Converter Mainstream,0,0,,3,-4,138,66%,1%,62%,15%,13%,2%,3%,120,70%,-4,3,15,47%,5,3,3,SUPP,SUPP,SUPP,78%,0%,78%,11%,11%,0%,0%
1,815,4077,121681,Malton School,Community School,0,0,,3,-3,64,59%,0%,50%,14%,14%,0%,9%,43,63%,-11,3,0,0%,NA,NA,21,52%,12,3,20%,0%,0%,0%,0%,0%,20%
1,815,4152,136728,Norton College,Academy - Converter Mainstream,0,0,,4,-18,54,44%,0%,41%,9%,9%,0%,4%,40,53%,-18,4,4,SUPP,SUPP,SUPP,10,30%,-11,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4200,136497,Harrogate Grammar School,Academy - Converter Mainstream,0,0,,3,3,270,81%,SP,80%,46%,43%,1%,1%,270,81%,3,3,0,0%,NA,NA,0,0%,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,815,4202,121687,King James's School,Community School,0,0,,3,-8,99,66%,5%,60%,18%,14%,1%,1%,99,66%,-8,3,0,0%,NA,NA,0,0%,NA,NA,56%,0%,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4205,121689,Settle College,Community School,0,0,,3,7,37,84%,0%,81%,30%,22%,3%,3%,37,84%,7,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4210,136736,South Craven School,Academy - Converter Mainstream,0,0,,3,-5,184,60%,3%,55%,14%,11%,1%,2%,148,67%,-2,3,0,0%,NA,NA,36,33%,-14,3,47%,0%,41%,6%,6%,SUPP,6%
1,815,4211,145777,Tadcaster Grammar School,Academy - Converter Mainstream,0,0,,3,-5,94,76%,2%,72%,46%,40%,1%,1%,94,76%,-5,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4215,121694,Ripon Grammar School,Community School,0,0,,3,2,143,90%,1%,89%,73%,64%,6%,0%,143,90%,2,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4216,121695,Sherburn High School,Community School,0,0,,3,-4,50,60%,2%,56%,12%,8%,0%,2%,50,60%,-4,3,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4217,136896,Rossett School,Academy - Converter Mainstream,0,0,,3,-9,107,61%,2%,59%,21%,15%,0%,0%,99,62%,-11,4,8,50%,14,3,0,0%,NA,NA,56%,0%,56%,11%,0%,0%,0%
1,815,4221,121699,Boroughbridge High School,Community School,0,0,,3,-13,27,52%,4%,48%,4%,4%,0%,0%,25,56%,-11,3,0,0%,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,815,4518,136664,Skipton Girls' High School,Academy - Converter Mainstream,0,0,,3,3,117,87%,2%,84%,43%,37%,3%,2%,117,87%,3,3,0,0%,NA,NA,0,0%,NA,NA,88%,SUPP,75%,38%,38%,0%,SUPP
1,815,4608,121716,Ermysted's Grammar School,Voluntary Aided School,0,0,,3,5,117,87%,1%,86%,47%,42%,3%,0%,117,87%,5,3,0,0%,NA,NA,0,0%,NA,NA,100%,SUPP,SUPP,SUPP,SUPP,SUPP,0%
1,815,4609,121717,St John Fisher Catholic High School,Voluntary Aided School,1,0,,3,2,478,77%,2%,73%,34%,30%,2%,2%,473,77%,1,3,3,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,68%,4%,60%,32%,28%,0%,4%
1,815,4611,137139,St Aidan's Church of England High School,Academy - Converter Mainstream,1,0,,3,2,478,77%,2%,73%,34%,30%,2%,2%,473,77%,1,3,3,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,68%,4%,60%,32%,28%,0%,4%
3,815,4900,NA,St Aidans and St John Fisher Associated Sixth Form,Sixth Form Centre/Consortia,NA,NA,,3,2,478,77%,2%,73%,34%,30%,2%,2%,473,77%,1,3,3,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,68%,4%,60%,32%,28%,0%,4%
1,815,8005,130591,Craven College,Further Education Sector Institution,0,0,,4,-12,298,35%,1%,28%,3%,1%,0%,6%,35,37%,-25,5,12,42%,3,3,251,34%,-11,4,41%,0%,35%,0%,0%,0%,7%
1,815,8010,130592,Selby College,Further Education Sector Institution,0,0,,3,2,269,61%,1%,48%,11%,9%,0%,12%,130,70%,-2,3,0,0%,NA,NA,139,53%,7,3,44%,0%,28%,6%,6%,0%,17%
1,815,8600,130593,Scarborough Sixth Form College,Further Education Sector Institution,0,0,,3,4,408,69%,SP,66%,22%,22%,1%,2%,304,79%,6,2,9,33%,-6,3,95,41%,-3,3,59%,0%,58%,14%,15%,0%,1%
LA,815,,,,,,,,NA,-2,3482,68%,1%,64%,27%,23%,1%,3%,2824,74%,-1,NA,59,41%,1,NA,599,39%,-6,NA,69%,2%,65%,28%,24%,2%,3%
1,831,4177,112951,The Bemrose School,Foundation School,0,0,,3,7,20,60%,0%,60%,0%,0%,0%,0%,20,60%,7,3,0,0%,NA,NA,0,0%,NA,NA,67%,0%,67%,0%,0%,0%,0%
1,831,4178,145327,Derby Moor Academy,Academy - Converter Mainstream,0,0,,1,19,89,85%,0%,85%,8%,7%,0%,0%,89,85%,19,1,0,0%,NA,NA,0,0%,NA,NA,76%,0%,76%,19%,14%,0%,0%
1,831,4182,112956,Littleover Community School,Community School,0,0,,3,4,159,83%,5%,78%,25%,21%,0%,0%,159,83%,4,3,0,0%,NA,NA,0,0%,NA,NA,86%,0%,86%,33%,33%,0%,0%
1,831,4607,138622,"Saint Benedict, A Catholic Voluntary Academy",Academy - Converter Mainstream,0,0,,3,7,71,79%,0%,72%,23%,18%,0%,7%,71,79%,7,3,0,0%,NA,NA,0,0%,NA,NA,77%,0%,77%,38%,15%,0%,0%
1,831,5402,136360,Chellaston Academy,Academy - Converter Mainstream,0,1,,3,3,146,84%,7%,77%,28%,27%,1%,0%,146,84%,3,3,0,0%,NA,NA,0,0%,NA,NA,70%,20%,50%,30%,20%,0%,0%
1,831,5414,137911,Allestree Woodlands School,Academy - Converter Mainstream,0,0,,2,13,108,92%,3%,88%,31%,26%,1%,1%,108,92%,13,2,0,0%,NA,NA,0,0%,NA,NA,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
